,temperature,has_children,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y,destination_Home,destination_No Urgent Place,destination_Work,passenger_Alone,passenger_Friend(s),passenger_Kid(s),passenger_Partner,weather_Rainy,weather_Snowy,weather_Sunny,time_10AM,time_10PM,time_2PM,time_6PM,time_7AM,coupon_Bar,coupon_Carry out & Take away,coupon_Coffee House,coupon_Restaurant(20-50),coupon_Restaurant(<20),expiration_1d,expiration_2h,gender_Female,gender_Male,age_21,age_26,age_31,age_36,age_41,age_46,age_50plus,age_below21,maritalStatus_Divorced,maritalStatus_Married partner,maritalStatus_Single,maritalStatus_Unmarried partner,maritalStatus_Widowed,education_Associates degree,education_Bachelors degree,education_Graduate degree (Masters or Doctorate),education_High School Graduate,education_Some High School,education_Some college - no degree,occupation_Architecture & Engineering,occupation_Arts Design Entertainment Sports & Media,occupation_Building & Grounds Cleaning & Maintenance,occupation_Business & Financial,occupation_Community & Social Services,occupation_Computer & Mathematical,occupation_Construction & Extraction,occupation_Education&Training&Library,occupation_Farming Fishing & Forestry,occupation_Food Preparation & Serving Related,occupation_Healthcare Practitioners & Technical,occupation_Healthcare Support,occupation_Installation Maintenance & Repair,occupation_Legal,occupation_Life Physical Social Science,occupation_Management,occupation_Office & Administrative Support,occupation_Personal Care & Service,occupation_Production Occupations,occupation_Protective Service,occupation_Retired,occupation_Sales & Related,occupation_Student,occupation_Transportation & Material Moving,occupation_Unemployed,income_$100000 or More,income_$12500 - $24999,income_$25000 - $37499,income_$37500 - $49999,income_$50000 - $62499,income_$62500 - $74999,income_$75000 - $87499,income_$87500 - $99999,income_Less than $12500,Bar_1~3,Bar_4~8,Bar_gt8,Bar_less1,Bar_never,CoffeeHouse_1~3,CoffeeHouse_4~8,CoffeeHouse_gt8,CoffeeHouse_less1,CoffeeHouse_never,CarryAway_1~3,CarryAway_4~8,CarryAway_gt8,CarryAway_less1,CarryAway_never,RestaurantLessThan20_1~3,RestaurantLessThan20_4~8,RestaurantLessThan20_gt8,RestaurantLessThan20_less1,RestaurantLessThan20_never,Restaurant20To50_1~3,Restaurant20To50_4~8,Restaurant20To50_gt8,Restaurant20To50_less1,Restaurant20To50_never
expiration_2h,0.12588911537909764,0.018085677760740847,,0.043305337261428004,-0.03239631844916779,0.03470899875203673,-0.03470899875203643,-0.1331306811080474,-0.00745061817844713,0.058407344221720454,-0.059906933788760816,-0.1082903633262752,0.10210901153774204,0.011185657352329242,0.020404216351027227,0.03977372314498929,-0.11136758210543211,0.05748324384666652,0.09217352433686261,0.02197781590343908,-0.0765595740480126,0.024339800399081738,-0.059906933788760816,-0.18517601985936324,-0.048583684596299866,0.15878193917286226,-0.06010515726624249,0.07764291597715749,-1.0000000000000002,1.0,-0.0022474729158863567,0.0022474729158864204,-0.004982791171850431,-0.005602253815818151,-0.010331651362827102,0.0028660144490968635,0.02471809626188348,0.0019074296453984161,0.008237765865314545,-0.01579341716562528,-0.011623409297627549,0.026778868090923214,-0.01866829539909776,-0.0034838571225462448,-0.004531592784254773,0.006223508891729928,0.0026005365425375467,0.00880929799450571,-0.014259694241644449,-0.013238373519611631,-0.0027428120151418863,0.005496874753470383,0.0068310356242416706,0.010033395883677722,0.008889060380366121,-0.023044406198505375,0.0013681217200033043,0.012168072144287397,0.020483048504682824,-0.0054183789980256965,-0.009527768180259414,0.0077501049861430716,-0.009003679883148416,-0.002503730158081638,-0.000546052436290795,0.01435596712318707,0.019805765747110987,-0.02703936409431687,0.003916451837371484,-0.021082301398714573,0.008288178833310969,0.007491808453998141,0.0017262547741899868,-0.013262945592795262,4.355841291482569e-06,-0.011108674813192002,0.010535573712986598,-0.008062105805692374,-0.005945975109275475,0.0058891704314349095,0.018299812173383032,-0.0071426729888176945,0.003029586773612987,-0.0008011868928353031,-0.020155766275283846,0.011072856457436957,-0.00421328853875579,0.012336240757773936,-0.00539890512721711,-0.005663030310970018,0.01970666292396469,-0.008499106352388071,-0.001863899611277856,-0.004221480456509063,-0.007806895681955147,0.001910632935829796,-0.0017462425931524452,-0.00033306664218875223,-0.0005765601930345497,0.0021157290875659296,0.004540007676093908,-0.0008162947084850614,0.010898130109371348,-0.012506846699940911,-0.004873566978369599,-0.001134997776036492,0.0020202264112189608,0.0031335357396709666,0.0026639212731505517,-0.004658551700277911
gender_Female,0.02755699913880591,0.14787500460447556,,0.005335511425910495,-0.002575287262637811,0.0053127454533973325,-0.005312745453397435,-0.04526092122069383,0.008645984101998481,-0.0045825029925841,-0.0034146980778487217,-0.01224508469082768,-0.020212667811020317,0.05112948564951152,0.004446906366343788,-0.015619949950893395,-0.024372424173830363,0.030238887040224073,-0.004538312482556994,-0.001195088269248335,0.0043977677184671195,0.00469649138958641,-0.0034146980778487217,0.0046453770400374005,0.002494448861077765,0.0037805386144914694,-0.007314846933770849,-0.005013894612254013,0.0022474729158864165,-0.0022474729158863567,1.0,-1.0,-0.04676284915943504,-0.041176056024934626,0.03669154755645528,-0.034790510492439926,0.05282993782228631,-0.025266117791192498,0.08560305729372826,-0.03284775787239076,0.11211077360415074,0.06786071096336856,-0.15104103241338385,0.04323929081747734,0.01508628270126765,0.023312101583391028,-0.01286285327654252,0.018629450299366523,0.0037784619553571917,-0.0022632099342339423,-0.016749799533745276,-0.09538340126671256,0.14645733196593458,-0.0620833932838689,-0.05472509724521477,0.02310045840297312,-0.10247583682192116,-0.05172206264718409,0.055677793085828584,-0.06137129583862704,0.051384479269691925,0.051877033400427645,0.08724399918552106,-0.07342004670762815,0.07772273217049676,0.06293074093975702,-0.07123449562517332,0.09355432273564804,0.014040476661804894,-0.08796011524962911,-0.034391988514473504,-0.02369231631971548,-0.06590603758944118,-0.08558909863862911,-0.05708251023513987,0.1367961928107897,-0.063636247618147,0.01948176050446886,0.1246759359553617,0.036391329673406775,-0.061734036260781326,-0.05475611014929138,0.0008267626903658612,-0.04139865232708513,0.006934799812738912,-0.1002224958811619,-0.12437678146682939,-0.016143655813093065,0.0343382338046761,0.12630944237984093,0.036855474742144914,0.005578702002692328,-0.004682818419709135,0.0544472415252791,-0.09659000359776544,-0.015225781437829747,-0.018353143868956968,0.014138984233220747,0.04259329526455108,-0.03714874071245329,0.001782530489602206,0.036097695827744525,-0.015293151289018665,-0.04227999258597797,0.027197752977200413,0.0017706628809580763,-0.02152192456234245,-0.03453534776463961,0.004684064769339636,0.01831406921287513
gender_Male,-0.027556999138805664,-0.1478750046044756,,-0.00533551142591043,0.0025752872626377643,-0.0053127454533975485,0.005312745453397621,0.045260921220693875,-0.008645984101998684,0.004582502992584209,0.003414698077848772,0.01224508469082753,0.020212667811020473,-0.051129485649511454,-0.004446906366343846,0.015619949950893115,0.02437242417383004,-0.030238887040223622,0.004538312482557062,0.0011950882692480494,-0.004397767718466896,-0.00469649138958644,0.003414698077848772,-0.004645377040037454,-0.0024944488610778403,-0.003780538614491299,0.007314846933770799,0.005013894612253986,-0.0022474729158864777,0.0022474729158864204,-1.0,1.0,0.046762849159435,0.04117605602493474,-0.03669154755645544,0.03479051049243995,-0.052829937822286295,0.0252661177911926,-0.0856030572937282,0.03284775787239073,-0.11211077360415073,-0.06786071096336861,0.15104103241338385,-0.04323929081747739,-0.015086282701267661,-0.02331210158339093,0.012862853276542631,-0.01862945029936657,-0.0037784619553572134,0.002263209934233814,0.01674979953374528,0.09538340126671266,-0.14645733196593452,0.06208339328386885,0.05472509724521468,-0.023100458402973263,0.10247583682192105,0.05172206264718414,-0.05567779308582848,0.06137129583862697,-0.05138447926969192,-0.0518770334004276,-0.08724399918552098,0.07342004670762818,-0.07772273217049672,-0.0629307409397569,0.07123449562517332,-0.09355432273564797,-0.014040476661804892,0.08796011524962909,0.03439198851447358,0.023692316319715502,0.06590603758944115,0.08558909863862914,0.05708251023513981,-0.13679619281078984,0.06363624761814696,-0.01948176050446877,-0.1246759359553616,-0.036391329673406775,0.061734036260781305,0.05475611014929134,-0.0008267626903659473,0.041398652327085124,-0.006934799812739069,0.10022249588116207,0.1243767814668293,0.016143655813093072,-0.03433823380467616,-0.1263094423798407,-0.03685547474214483,-0.005578702002692348,0.004682818419709152,-0.05444724152527907,0.09659000359776544,0.01522578143782978,0.018353143868956978,-0.014138984233220667,-0.04259329526455103,0.03714874071245324,-0.0017825304896022336,-0.036097695827744546,0.015293151289018737,0.04227999258597786,-0.02719775297720043,-0.0017706628809581583,0.021521924562342278,0.03453534776463972,-0.004684064769339554,-0.018314069212875043
age_21,0.023687633030315854,-0.29452207717644646,,-0.033920796823750946,0.0013358363746245874,0.012919524423185726,-0.012919524423185821,0.025693123816361255,0.006079958209313329,-0.01622110568047262,0.012600250304855624,0.02808711982767886,0.01843359918489764,-0.0941782642847342,0.011620042985239913,-0.0075631339094822244,-0.020481833194273293,0.02137293646964624,-0.0022566720509735946,-0.01266092728480743,0.0025452478820749426,-0.0020916218618315294,0.012600250304855624,-0.0026693226964689593,-0.006688374851910477,0.01858548576084209,-0.008601282608810124,-0.005508248724377987,0.00498279117185047,-0.004982791171850431,-0.04676284915943504,0.046762849159435,1.0,-0.25669533301853564,-0.22451084005757602,-0.1754211895253142,-0.16034033820383342,-0.1243616882991258,-0.21096346345525047,-0.10759579427521625,-0.10759579427521572,-0.23800637090879084,0.19864672379671838,0.12341385156809827,-0.04897643728304779,-0.020704278721975816,0.06747698923005822,-0.20380490351801972,0.04527235024887157,-0.04417272200202246,0.08137020003582322,0.04974199774342355,-0.02934250667547622,-0.03117768166501051,-0.042591840855487915,-0.03655539134345929,-0.09256330767471958,-0.05859650241625685,-0.07257551959332938,-0.030820073192150143,0.01092320298988944,-0.07055529382275608,-0.04181578709614207,-0.054407039235847,-0.003042698935516975,0.014310835491976277,-0.04333027006709869,-0.05870478778515758,-0.01842001417758601,-0.04417272200202233,0.012321613821088038,-0.10409498687223709,0.04276977548918691,0.3365224616417743,-0.06990498089383869,0.06826977578820534,-0.05409681309428997,0.07723958486330006,0.042224557123051634,-0.06666066694494228,0.01409962707642756,-0.036297446813938546,-0.05104939352373585,-0.032199839820404356,0.08943494436119384,0.07176260598146218,0.04654111432122447,0.024193777434398395,0.0032307257283082967,-0.095640100027654,0.003932370297393598,0.04047853760248107,-0.020639754320487914,-0.029056161226476352,0.007649086827155743,0.02413888474688818,0.011786180514228323,-0.01955646377733589,-0.026864146297860228,-0.010821057858094701,0.014212899939359282,-0.019625380558118508,-0.053983162590811706,0.021785583563264325,0.08656180849036314,0.0011379814191435746,-0.029602026601174263,-0.07707714647107591,-0.07222039376211166,0.14251225681846202
age_26,0.017137204089267725,-0.17685885404645213,,-0.009773350574052393,0.005507657778504874,0.0004114558577886325,-0.0004114558577885756,0.030661674535643287,-0.0003374985711041767,-0.004439706795353281,0.0054635263203197965,0.003735257022696188,0.009822507443109266,-0.05140412767008147,0.0272845789824445,-0.00623248638327441,-0.011497262333697656,0.013439989689210974,-0.00032425154169290354,-0.009656562398194629,0.004240244690128174,-0.0006281130353599116,0.0054635263203197965,-0.006786175610080587,-0.006272827952702138,0.017456803381418834,-0.0073703613678303,-0.001959894978691162,0.005602253815818151,-0.005602253815818151,-0.041176056024934626,0.04117605602493474,-0.25669533301853564,1.0,-0.2167575495802079,-0.169363168282659,-0.1548031213059107,-0.12006696340570104,-0.20367802008039904,-0.10388006523983796,-0.10388006523983828,-0.09254733419414513,0.11491995537536233,0.039401839184529136,-0.04728507777138789,0.03458983316426535,0.1340391222859543,-0.051817793349066235,-0.00014413121429708486,0.06471752011049355,-0.12576443179462626,0.014315909502791626,-0.05116111124948579,0.045678467359595964,-0.016913618492719693,0.1018792034840199,0.04930949093186473,-0.056572922155835946,-0.04839506885444092,-0.029755728236996903,0.015531723640777553,0.02612319115667078,0.05914534752999128,-0.008779576386368686,0.0007847955022372763,-0.02072309968991942,0.03365881946679942,0.0918593905971802,-0.05638658051834764,-0.04264725470267102,-0.023890425204282997,-0.07696435301055204,0.004444611304945445,-0.14189892601852083,0.0010961514287402064,0.09742550311267946,-0.058024802711894016,-0.03389889466147957,-0.006318687725542561,0.07452402369855746,0.060665994289319534,0.0034004357076668503,0.009380210106689529,-0.039197803861962886,-0.018999439870198004,0.05031834549238206,0.13578612560171108,0.08318170080472079,-0.08036832571698786,-0.07258523600944955,0.042305641946809476,-0.11544446097674747,0.09000470863362302,0.010706886587772524,-0.0226883461131186,0.1119533018151187,-0.059626490699221824,-0.005803452100647926,-0.06512990039563445,-0.008049764643382945,-0.00017578863075251577,-0.018468499910583813,0.04629597710765854,-0.008483753089681577,-0.022435623129288366,0.020711647132801207,-0.0034554359251934806,0.1370531158588871,-0.03182653289490514,-0.03310728158595149
age_31,-0.02062159350831723,0.050929394250160236,,0.006220666056048383,-0.0019588053212274818,0.009249093196663416,-0.009249093196663583,-0.015060346739710729,0.010036967074409098,-0.0015490069070503163,-0.008315806934299208,-0.003952002851664687,-0.021480771328352674,0.04522672711485683,-0.0025922311613847844,0.020218905528308653,0.01869561172861127,-0.02917563668880632,-0.002902166618094626,0.026525126682163613,-0.012598322259219322,-0.0007957999300419252,-0.008315806934299208,0.011851653879468432,0.003839233649818707,-0.010288683241088139,0.00012389034169895657,-0.0026235187193716742,0.010331651362827023,-0.010331651362827102,0.03669154755645528,-0.03669154755645544,-0.22451084005757602,-0.2167575495802079,1.0,-0.14812839305966924,-0.1353938865940162,-0.1050129525160842,-0.17814084444695305,-0.09085556966689273,-0.01619948626509716,0.14178916558212482,-0.0956194823365116,-0.042426558344777786,-0.0413564688060595,-0.04775173120877107,-0.01383122711448817,0.03731968910907029,0.030712848111539254,0.02121263611125059,-0.006343956416586679,0.03049619372232375,0.045152330598798585,-0.026326921490276583,-0.018157352598977806,0.015424223007150163,0.15772563710924492,0.039227660544189816,-0.0037563774281753953,0.057524653172078,2.2056062144892463e-05,-0.022530755837765933,0.00877028044541548,0.0017429397176008422,0.015424223007150356,0.07470824541730323,-0.03331958142444378,0.011989596434375945,-0.04931682400020233,0.02121263611125059,-0.011147978339396781,-0.08789943320231916,0.0009210639854286163,-0.1067915482954983,0.015729682055765068,-0.04374523002825119,0.06800565889244795,-0.021568099004711145,-0.0023674644356218707,0.008366492843108118,-0.005664463156600729,0.017900510873509887,0.04175075384832299,-0.018330124166620408,-0.09591900296711137,0.018396072379004112,-0.029633035425995484,0.017960288639838777,0.03779505370008187,-0.03833907251667579,-0.010521110066426989,0.014199763871605013,-0.0704847487740271,0.06417522326206203,-0.0199806552124446,-0.10219799377156275,0.04509144962069555,0.11177513525888975,-0.01353963371020677,-0.04559159942995962,-0.06712543310684786,0.09723363525699265,0.010426363662089383,-0.03375832384084983,-0.011417553604404138,-0.014499691416974155,0.06555998700325368,0.035467050554195814,0.0019306074152755574,-0.039549479013048075
age_36,-0.008066227092347207,0.1310070091794333,,0.01301591960023494,-0.005513454120104572,0.0022437723956139125,-0.0022437723956139416,-0.02104301543449557,-0.0006342095096743888,0.009617349602522574,-0.01046080840566888,-0.016443525489423707,-0.014568539064360009,0.05549160799500379,-0.0011924697604119687,0.006499280065260782,0.008610616125892557,-0.011395276526048485,0.004353790232188891,0.005660076608169616,-0.008735617614119232,0.009163911063023404,-0.01046080840566888,-0.0018165758421733412,0.0017256254454413812,-0.008087893997820794,0.006757876157351483,0.003800091938297668,-0.002866014449096852,0.0028660144490968635,-0.034790510492439926,0.03479051049243995,-0.1754211895253142,-0.169363168282659,-0.14812839305966924,1.0,-0.1057897989900481,-0.08205170423491674,-0.13919006684895266,-0.07098985555387485,0.07837153611544923,0.0958062762078027,-0.12694997524965734,0.005465370374081427,-0.03231381144297978,0.06166085127553066,-0.037515546120072275,0.10308437970530884,-0.07217095000042588,-0.029144402673621724,-0.03226458137547834,-0.04124906315698776,-0.018667780753228915,0.07857996070704572,0.046285529057048455,-0.04622971722970563,0.06690694180157314,0.12106510844700723,0.04584891679225465,-0.02033455451310869,-0.012048084427170497,0.18995550303816247,-0.0486438995859657,-0.035896829262558286,-0.001460478117046356,-0.003767970356898151,-0.016742148451942666,-0.024669453918731342,-0.03853362237434706,-0.02914440267362165,0.0087404182942109,-0.03788564648616438,-0.02310741033813066,-0.09170237120005792,-0.0012521930081894144,0.007468666270236923,0.08017257991884653,0.0029064757485825505,0.015549218726253053,-0.06827264658626185,-0.02453259102883791,-0.02256046235533419,0.0038564001866147487,0.07471745101614966,-0.05990719563434367,-0.034081320245945776,-0.04169215977265206,-0.05674916935133349,0.07606794411779441,0.0006504921186893297,-0.053562133777976785,-0.019005470313066895,0.036407643614856815,-0.017133475744972173,0.06402847601982392,-0.032012248056149384,0.04732741757136897,-0.001753221150779397,-0.007400089838747873,-0.035622924052638665,-0.056298188544349065,-0.026376222265414275,0.03760349210789726,0.08903736870788372,-0.04136848736312312,0.03804336366012157,-0.031663405345036026,-0.05085417633044905,0.04086679539583253,-0.05960710099557453
age_41,-0.0026930946035704346,0.24946102789251387,,0.016650531747369562,-0.007330643044674346,-0.022134590464213788,0.022134590464213896,0.0033362763179799696,-0.01205385660764477,0.016134572441477795,-0.006486891756552481,-0.03218211134493557,-0.0017012708198549237,0.08869404255517674,-0.02545678055988603,-0.021045602717907678,-0.0031271688096706964,0.017703523698646223,0.0005565043426200962,-0.011049295562939229,0.014439906054286,0.003091670376549531,-0.006486891756552481,0.0018647235600117852,0.0022186169191641208,-0.012219175956301996,0.004594638801871142,0.00640815134867647,-0.02471809626188351,0.02471809626188348,0.05282993782228631,-0.052829937822286295,-0.16034033820383342,-0.1548031213059107,-0.1353938865940162,-0.1057897989900481,1.0,-0.07499776989785409,-0.1272239827672282,-0.06488690151600558,0.12493714432112439,0.1651272443202526,-0.11702281354056653,-0.12338744475255913,-0.02953581303058387,0.03809658793044319,-0.06476538274834719,0.10605904678894386,-0.03749749479818012,-0.02663887637566653,-0.012853602555947733,0.016054813050617442,0.11109083287867458,-0.018802065390402523,0.1422262146097402,-0.04225537699143794,-0.009781022184999872,-0.03533730576625189,0.06217831749343468,0.08436389510465497,-0.020194578920901755,-0.042549194720379095,0.001381491501808331,0.028745036754663295,0.003700232896748592,-0.037152588799530935,0.03692536862255996,0.015383172475278439,0.022218927056534665,0.048894219338341656,0.016054813050617477,-0.06277569868773751,-0.006691908635593,-0.1169578266249104,0.0060952177712479,-0.05879675090141495,0.03265590419738374,-0.018643773507274183,0.021408032447515685,-0.08833088476618865,-0.043459546560520056,0.12963391318651007,0.10974758366911219,-0.03267950013729608,-0.07096989063665848,-0.03232198509101878,-0.05062389077833636,-0.05187047831109565,0.13690384329111682,-0.05288254049874224,0.04017755784918424,0.016733291486852625,-0.02117283242200069,0.04011964774197341,-0.08281707456172237,-0.008417317734825553,-0.029625458969877352,0.03150057082210606,0.013293986391293972,0.026639280628934354,0.0860408817771205,-0.05247704622507825,0.01676356331017354,-0.05240485944210488,-0.037812064054137486,-0.05643975476214292,0.06656460134784607,-0.04648227419940596,0.005500203406521441,0.036020821542972675
age_46,0.0036213703854029466,0.06633519245548986,,0.014894407346005787,-0.002541649142872072,-0.020215403450128445,0.020215403450128688,0.0036394046634571895,-0.01798021839602313,0.015852645605631564,-0.0001958844182239418,-0.014039595901285888,0.012370300354772924,0.030451326952136534,-0.02385125338252364,-0.011215883648402954,-0.010633655870092403,0.01638815111735428,0.0031970270757016705,-0.017558052440738513,0.01856754466964316,-0.00350262996663833,-0.0001958844182239418,-0.0021493283438330777,-0.004023718893430088,0.005648247209358661,0.001247821853180729,-0.0016136581153022695,-0.0019074296453984675,0.0019074296453984161,-0.025266117791192498,0.0252661177911926,-0.1243616882991258,-0.12006696340570104,-0.1050129525160842,-0.08205170423491674,-0.07499776989785409,1.0,-0.09867628736667505,-0.050326977674022104,-0.010364178880218233,0.05222247539010906,-0.008388660350967931,-0.04605852945147643,-0.02290829378881081,-0.07503637834339622,-0.0347158790219766,0.06476494464970489,-0.03668830217860646,0.07330284603811249,0.037390193011008654,-0.02924277932923256,0.02237436940095821,-0.01458308384312169,-0.011433130379248585,0.027118061582978584,-0.036907897238939356,0.043818589151283574,-0.035408063310461306,-0.014415815654333197,-0.03688114701143322,-0.03300161238569763,-0.03448521523730099,-0.025448409646275854,-0.03277372419965135,-0.02881594687619559,0.13002969903005587,0.018284317294370526,0.04413825796418966,0.07330284603811274,0.03763258808377576,0.014977737401257315,0.03713054967554986,-0.06646234245287116,0.08735549475488512,-0.04038315994419073,-0.006291570956295826,0.010383698184258917,0.004481082374925141,0.042053969201343244,-0.0562761217751843,-0.004535102274117363,-0.003979700638378859,0.030405530412027065,-0.015378741494162934,-0.05879481421567478,-0.017941506347164973,-0.04023130004534809,-0.008544150274542727,0.078897146951795,0.0019383699838087145,-0.0033742573170794407,-0.049109777401805166,0.026663377686702728,0.006176307305368788,0.06198824945660848,-0.04180881665734283,-0.046915492950100356,0.023106063339468796,-0.02525422948804254,0.02876882921073544,-0.037513229401833305,-0.08321592379773379,0.08569542028681192,-0.029327442966156768,0.08227817770296807,-0.02451665823370077,-0.03605215106926086,-0.0800020679687897,0.03875726032845381
age_50plus,-0.008775029998032674,0.21986509779892413,,0.017595556521496254,0.005997801725548485,-0.01073153685094767,0.010731536850947744,-0.05108675304121496,-0.005068077057750377,0.0037635171676141826,0.0007582552624555909,-0.0015684889529675387,0.00032842541067075085,0.015446990270000285,-0.012577144474553586,-0.0027941249987644776,0.00841054106076178,-0.004493337030412243,0.0015822131511840697,8.433096565429668e-05,-0.0037076512281337313,0.0008931286946825875,0.0007582552624555909,-0.0008436052560214593,0.004872899067508974,-0.009234679867213375,0.008674876533889816,-0.00023505357484120444,-0.00823776586531452,0.008237765865314545,0.08560305729372826,-0.0856030572937282,-0.21096346345525047,-0.20367802008039904,-0.17814084444695305,-0.13919006684895266,-0.1272239827672282,-0.09867628736667505,1.0,-0.08537318575001597,0.12254224035465898,0.08018220148857678,-0.11772016145882062,-0.07595931969288916,0.2321560164063011,0.03593093220364876,-0.035874974958971205,0.08922357343554972,-0.014340051099915544,-0.035049381120941685,-0.038628143547822597,-0.04960657974917417,-0.016650828555015745,-0.02473830902008527,-0.03503082194294599,-0.016646312964323888,-0.09701928466686204,-0.00017256967132089473,0.08879314399555742,-0.024454560247329456,0.0038329057927720656,-0.017292073159333784,0.015678113931756412,0.10849583392149255,0.02230374351637957,-0.004765065594650791,-0.02191936173485317,-0.02411037105918509,0.13742960312061,0.02605937675432617,-0.006114816999632557,0.3984377760774254,-0.017205569556475356,-0.15388409716102128,0.019059456856400786,-0.04172901057011565,-0.030365705926144213,-0.0038973941204613082,-0.049863315977964624,0.10544872263200412,0.044030426438904584,-0.07099162290334957,-0.052501874436964524,0.012886744509050195,0.024365183285572488,-0.03261583911731164,-0.05200656713280402,-0.036225601241319696,-0.08338461317561408,0.14441691637615522,-0.0763097232075556,0.07762844371880283,-0.02150189845492074,-0.04183299658621533,0.07456296284862926,-0.07989496561215513,0.047211213343222654,-0.08110397947486324,0.10593576411096037,0.05750990664882829,0.04425485103976119,0.0038210536133311177,-0.0017278858555287609,-0.05999340125777422,-0.006380348333084267,-0.025760029165708978,-0.05526978439922336,-0.01592129282288323,0.1105450394013022,-0.07636133164011628
age_below21,-0.017326900845857793,-0.15487157330063614,,-0.014063244260800443,0.0010625302302861399,0.025747761893618173,-0.025747761893618427,0.026801990134606928,0.017352664306426062,-0.017472993476463132,0.0026976139946188926,0.03202642497394388,-0.007876628692561994,-0.06054720507741333,0.013783497502317131,0.028445021030929895,0.01912402028604694,-0.03547980611511122,-0.0032891560244733735,0.02340699797005536,-0.012404797426900087,-0.008960045349993234,0.0026976139946188926,0.0013375656851343186,0.009380784947721245,-0.014448877754946375,-0.0014471434323511394,0.007303141433263789,0.0157934171656253,-0.01579341716562528,-0.03284775787239076,0.03284775787239073,-0.10759579427521625,-0.10388006523983796,-0.09085556966689273,-0.07098985555387485,-0.06488690151600558,-0.050326977674022104,-0.08537318575001597,1.0,-0.04354211663066935,-0.17035865192985403,0.11649592810644119,0.09990566563815872,-0.019819898711638965,-0.06492030494129335,-0.12807516940000924,-0.08754827972085269,0.0820217603854521,-0.017875920023290717,0.1892857053085128,-0.02530039686479368,-0.0461808954035938,-0.012617056832717402,-0.044080281203625525,-0.028355315329400412,-0.07457320480363867,-0.023712969076019462,-0.022076492075710417,-0.012472339003007751,0.02904850677063307,-0.028552480635846193,0.03516932215207488,-0.022017567358414168,-0.028355315329400412,-0.024931108079516515,-0.05452425276713051,-0.04841357443521094,-0.023634862566422023,-0.017875920023290706,-0.02530039686479361,-0.042125401737036154,-0.0651204927095514,0.44421740303136764,-0.028289310485115994,-0.06222259914856641,-0.006679402866895881,-0.03322914061421482,-0.04085332890812147,-0.03160479164263365,-0.05338300679260679,0.01456836194852045,-0.05609205778849274,0.0525114969890256,0.1981073000899242,-0.058266640704476354,-0.06451872475394525,0.021316443012731903,-0.0696508371335096,0.14076736946218055,0.08308374966271481,-0.005078621782266391,0.059659330288621845,-0.06747684012680304,-0.05166908973848193,0.044656049655942276,-0.05283360736745429,0.00045036010387462046,-0.010124580155395285,0.06609209024976508,-0.05224617016071091,0.04953846398354503,0.015285102893825998,-0.019650298045401204,0.05064031090699439,-0.04371582810326491,0.025902098981505656,0.03110408390678757,0.034405274958153924,-0.022381816153833375
maritalStatus_Divorced,0.01837879400021029,0.21404539801023043,,0.01847537112422568,0.0074471201475213265,0.011642669332206361,-0.011642669332206536,-0.018348688976687837,0.008808025743667538,-0.02078539500513218,0.01512167126791487,0.042082784163145266,-0.008819793976105583,-0.006402031382637533,-0.054589354077892796,0.000199233471320358,-0.013931375784374419,0.010658202002066993,-0.003289156024473398,0.005223926215449886,-0.0033383638314426842,-0.013710613239949848,0.01512167126791487,-0.007734635289519645,0.013612894508620781,-0.01444887775494653,0.003699344281286306,0.0073031414332639065,0.01162340929762763,-0.011623409297627549,0.11211077360415074,-0.11211077360415073,-0.10759579427521572,-0.10388006523983828,-0.01619948626509716,0.07837153611544923,0.12493714432112439,-0.010364178880218233,0.12254224035465898,-0.04354211663066935,1.0,-0.1703586519298539,-0.16330390670771985,-0.09428609069515789,-0.019819898711638983,-0.0006993930823584744,-0.0525184668140289,0.0656393042739584,0.011818010735534384,-0.017875920023290682,-3.3935182947651257e-05,-0.025300396864793476,0.036239174865320224,-0.012617056832717417,0.0009617306338030583,0.03991210498846046,-0.04583101614607237,-0.023712969076019625,-0.05759224349665907,-0.012472339003007756,0.0900060070645071,-0.028552480635846256,-0.0298360706979501,-0.022017567358414345,-0.028355315329400343,-0.02493110807951643,-0.05452425276713065,0.03433015767397138,0.05781395355397258,0.08922886071149526,0.05092723195670889,0.09874744643064416,0.06299628568753163,-0.02319838147386356,0.04013162287091432,-0.06222259914856671,-0.08421896151282719,0.19853607797751913,0.03389729251065088,0.02092253415341452,-0.053383006792606776,-0.021239172250635388,-0.05609205778849278,-0.05623969295805508,-0.03032207800591383,-0.011352225901968532,-0.03224357325499966,-0.03480749370893039,-0.0291217278467545,0.06580478853371771,-0.061999974136803034,0.04904796912496769,0.05679406750728913,0.015231233485695498,-0.03022177756603921,-0.028981999665744145,0.04344323002918849,0.0004503601038744205,-0.012455203594059328,-0.021849565712221044,0.020564647972071606,-0.07144871829387515,0.07571125732455945,0.004830170867750909,-0.0253736465237976,-0.042777809526236686,0.06710215756782452,0.031104083906787507,-0.002045011718545752,-0.0004080402301256667
